Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode
Transfer,2,1,950.05,6899.15,Delivered,1,1,Furniture,New York,United States,John,1128,Allen,Consumer,New York State,77 Oak St,46046,10,Office Supplies,21.1613,29.024,USCA,Ottawa,Canada,1128,0.0,0.0,835.52,0.2843,4,3342.08,3342.08,950.05,North America,Ottawa Province,Pending,Conference Table,835.52,Same Day
Transfer,2,1,109.99,2699.46,Delivered,0,7,Automotive,Nairobi,Kenya,Jennifer,1794,Moore,Consumer,Nairobi State,63 Pine St,40781,70,Auto Parts,1.2212,-49.5374,Africa,Johannesburg,South Africa,1794,0.0,0.0,44.11,0.3562,7,308.77,308.77,109.99,East Africa,Johannesburg Province,Complete,Car Vacuum,44.11,Same Day
Transfer,1,2,40.85,1754.08,Delivered,0,9,Toys & Games,Madrid,Spain,Charles,1231,Harris,Home Office,Madrid State,730 Pine St,20237,90,Toys,59.2418,-131.849,Europe,Munich,Germany,1231,0.0,0.0,50.61,0.269,3,151.83,151.83,40.85,Southern Europe,Munich Province,Complete,Board Game Premium,50.61,First Class
Debit,5,2,33.63,4234.5,Delivered,1,4,Sporting Goods,Shenzhen,China,James,1386,Jackson,Consumer,Shenzhen State,176 Cedar St,38091,40,Sports,51.4245,50.1092,Pacific Asia,Nagoya,Japan,1386,130.04,0.15,108.37,0.0456,8,736.92,736.92,33.63,Oceania,Nagoya Province,Pending,Running Shoes,108.37,First Class
Transfer,7,5,52.62,7320.18,Delivered,1,6,Health & Beauty,Concepción,Chile,Jessica,1683,Scott,Corporate,Concepción State,718 Oak St,37021,60,Health,-41.3986,-77.8771,LATAM,Mexico City,Mexico,1683,76.55,0.15,51.03,0.1213,10,433.75,433.75,52.62,South America,Mexico City Province,Complete,Face Serum,51.03,Standard Class
Transfer,4,1,-2.29,2895.78,Delivered,1,3,Apparel,Los Angeles,United States,Maria,1673,Miller,Consumer,Los Angeles State,747 Cedar St,41258,30,Fashion,3.6002,-148.5825,USCA,Montreal,Canada,1673,11.63,0.25,46.53,-0.0655,1,34.9,34.9,-2.29,North America,Montreal Province,Complete,Formal Shirt,46.53,Same Day
Credit,9,5,-74.17,3412.81,Shipped,1,9,Toys & Games,Daejeon,South Korea,Robert,1721,Miller,Home Office,Daejeon State,919 Elm St,64474,90,Toys,44.4791,-71.8644,Pacific Asia,Bangalore,India,1721,140.38,0.3,66.85,-0.2264,7,327.56,327.56,-74.17,East Asia,Bangalore Province,Complete,LEGO City Set,66.85,Standard Class
Transfer,7,5,95.58,7431.01,Shipped,1,1,Furniture,Port Harcourt,Nigeria,Sarah,1645,Green,Home Office,Port Harcourt State,252 Cedar St,45291,10,Office Supplies,-6.5911,15.6965,Africa,Accra,Ghana,1645,0.0,0.0,206.36,0.2316,2,412.72,412.72,95.58,West Africa,Accra Province,Complete,Bookshelf Unit,206.36,Standard Class
Debit,5,2,-311.45,7491.95,Delivered,1,10,Garden & Tools,Luxor,Egypt,John,1265,Jackson,Home Office,Luxor State,153 Main St,75639,100,Hardware,36.9094,-52.4078,Africa,Suez,Egypt,1265,542.93,0.2,387.81,-0.1434,7,2171.74,2171.74,-311.45,South Africa,Suez Province,Complete,Lawn Mower Electric,387.81,First Class
Debit,3,3,5.8,5017.65,Delivered,0,6,Health & Beauty,Valparaíso,Chile,Ashley,1453,Wilson,Corporate,Valparaíso State,407 Elm St,92603,60,Health,-7.4218,-62.4226,LATAM,Monterrey,Mexico,1453,59.46,0.2,42.47,0.0244,7,237.83,237.83,5.8,South America,Monterrey Province,Complete,Face Serum,42.47,Second Class
Credit,1,1,178.67,7816.29,Shipped,0,1,Furniture,Rosario,Argentina,William,1173,Torres,Consumer,Rosario State,375 Main St,55193,10,Office Supplies,-28.6536,53.4155,LATAM,Monterrey,Mexico,1173,0.0,0.0,287.84,0.3104,2,575.68,575.68,178.67,Central America,Monterrey Province,Complete,Office Chair Pro,287.84,Same Day
Transfer,1,2,21.43,6201.16,Delivered,0,9,Toys & Games,Vancouver,Canada,Christopher,1303,King,Corporate,Vancouver State,652 Elm St,59174,90,Toys,-1.2411,45.4334,USCA,Houston,United States,1303,0.0,0.0,24.36,0.2932,3,73.08,73.08,21.43,North America,Houston Province,Pending,Puzzle 1000pc,24.36,First Class
Transfer,2,1,187.06,3606.01,Delivered,0,3,Apparel,Brasília,Brazil,Sarah,1727,Williams,Home Office,Brasília State,773 Pine St,86161,30,Fashion,2.4632,-21.7367,LATAM,Mendoza,Argentina,1727,0.0,0.0,93.94,0.3983,5,469.7,469.7,187.06,South America,Mendoza Province,Complete,Men's Jacket,93.94,Same Day
Transfer,4,3,39.32,2590.51,Delivered,0,7,Automotive,Medellín,Colombia,Matthew,1302,Green,Consumer,Medellín State,265 Oak St,52217,70,Auto Parts,47.7026,88.901,LATAM,Concepción,Chile,1302,0.0,0.0,42.5,0.3084,3,127.5,127.5,39.32,South America,Concepción Province,Pending,Car Vacuum,42.5,Second Class
Credit,3,1,20.87,6045.72,Delivered,1,6,Health & Beauty,Seoul,South Korea,Anthony,1605,White,Home Office,Seoul State,76 Pine St,71710,60,Health,-42.509,66.1706,Pacific Asia,Adelaide,Australia,1605,8.94,0.1,22.36,0.2592,4,80.5,80.5,20.87,South Asia,Adelaide Province,Complete,Vitamin C 1000mg,22.36,Same Day
Credit,2,2,69.34,2208.45,Delivered,0,1,Furniture,Hyderabad,India,Sarah,1630,Smith,Consumer,Hyderabad State,496 Main St,56064,10,Office Supplies,2.2248,117.5605,Pacific Asia,Incheon,South Korea,1630,95.58,0.1,191.16,0.0806,5,860.22,860.22,69.34,South Asia,Incheon Province,Complete,Bookshelf Unit,191.16,First Class
Transfer,4,2,30.58,2972.13,Delivered,1,6,Health & Beauty,Valencia,Spain,James,1125,Garcia,Corporate,Valencia State,63 Oak St,65176,60,Health,8.3911,83.5262,Europe,Munich,Germany,1125,0.0,0.0,85.65,0.357,1,85.65,85.65,30.58,Northern Europe,Munich Province,Closed,Hair Dryer Pro,85.65,First Class
Debit,5,3,-66.62,5740.44,Delivered,1,9,Toys & Games,Houston,United States,Thomas,1168,Allen,Consumer,Houston State,937 Main St,12490,90,Toys,-26.7299,113.8875,USCA,Los Angeles,United States,1168,97.96,0.25,55.98,-0.2267,7,293.89,293.89,-66.62,North America,Los Angeles Province,Complete,LEGO City Set,55.98,Second Class
Debit,7,3,40.25,1873.82,Processing,1,6,Health & Beauty,Daejeon,South Korea,Betty,1590,Young,Home Office,Daejeon State,559 Cedar St,94068,60,Health,53.8518,97.5528,Pacific Asia,Shanghai,China,1590,56.84,0.15,63.16,0.125,6,322.12,322.12,40.25,Oceania,Shanghai Province,Complete,Electric Toothbrush,63.16,Second Class
Transfer,4,2,3.92,5726.98,Delivered,1,5,Home & Kitchen,Chicago,United States,Barbara,1056,Wilson,Corporate,Chicago State,337 Cedar St,20561,50,Home,-42.0114,-91.3711,USCA,Calgary,Canada,1056,6.12,0.1,61.18,0.0711,1,55.06,55.06,3.92,North America,Calgary Province,Pending,Knife Set,61.18,First Class
Transfer,7,3,-47.51,3077.19,Delivered,1,5,Home & Kitchen,Tijuana,Mexico,Anthony,1666,White,Consumer,Tijuana State,638 Main St,67878,50,Home,33.002,-134.8824,LATAM,La Serena,Chile,1666,77.05,0.3,64.21,-0.2642,4,179.79,179.79,-47.51,Central America,La Serena Province,Complete,Blender Pro,64.21,Second Class
Debit,3,2,-80.66,1402.54,Shipped,1,2,Technology,Sapporo,Japan,Jessica,1755,Jones,Corporate,Sapporo State,742 Elm St,73891,20,Electronics,39.3214,23.4108,Pacific Asia,Perth,Australia,1755,143.9,0.25,82.23,-0.1868,7,431.71,431.71,-80.66,South Asia,Perth Province,Complete,USB-C Hub,82.23,First Class
Transfer,2,3,46.39,7580.87,Delivered,0,7,Automotive,Eldoret,Kenya,Barbara,1117,King,Consumer,Eldoret State,660 Elm St,49608,70,Auto Parts,24.4011,-130.3302,Africa,Kisumu,Kenya,1117,0.0,0.0,25.5,0.3638,5,127.5,127.5,46.39,West Africa,Kisumu Province,On Hold,Car Phone Mount,25.5,Second Class
Debit,5,5,6.39,4238.28,Delivered,0,7,Automotive,Monterrey,Mexico,Matthew,1084,Taylor,Home Office,Monterrey State,890 Elm St,19329,70,Auto Parts,29.36,144.1298,LATAM,Concepción,Chile,1084,20.62,0.15,68.73,0.0547,2,116.84,116.84,6.39,South America,Concepción Province,Complete,Jump Starter Kit,68.73,Standard Class
Credit,6,5,-406.15,6390.04,Delivered,0,10,Garden & Tools,Kumasi,Ghana,Ashley,1788,Williams,Corporate,Kumasi State,213 Pine St,32119,100,Hardware,-53.5282,40.1214,Africa,Luxor,Egypt,1788,561.12,0.3,187.04,-0.3102,10,1309.28,1309.28,-406.15,South Africa,Luxor Province,On Hold,Pressure Washer,187.04,Standard Class
Transfer,5,1,66.41,5613.86,Processing,1,6,Health & Beauty,Brasília,Brazil,Christopher,1713,Jones,Corporate,Brasília State,276 Pine St,34182,60,Health,-33.3298,70.4257,LATAM,Barranquilla,Colombia,1713,0.0,0.0,81.87,0.4056,2,163.74,163.74,66.41,Central America,Barranquilla Province,Complete,Hair Dryer Pro,81.87,Same Day
Debit,2,1,-292.51,1587.61,Processing,0,2,Technology,Barcelona,Spain,Thomas,1498,Nelson,Corporate,Barcelona State,598 Main St,44223,20,Electronics,-37.2455,2.121,Europe,Cologne,Germany,1498,512.15,0.2,365.82,-0.1428,7,2048.59,2048.59,-292.51,Northern Europe,Cologne Province,Complete,Monitor 27in,365.82,Same Day
Transfer,8,5,-42.38,4210.72,Delivered,1,9,Toys & Games,Chennai,India,Maria,1150,Thomas,Home Office,Chennai State,85 Pine St,70521,90,Toys,-1.2512,-150.6574,Pacific Asia,Mumbai,India,1150,134.45,0.2,84.03,-0.0788,8,537.79,537.79,-42.38,South Asia,Mumbai Province,Complete,RC Car,84.03,Standard Class
Credit,2,1,37.77,4564.07,Shipped,0,9,Toys & Games,Guangzhou,China,Sandra,1092,Thompson,Consumer,Guangzhou State,683 Cedar St,70552,90,Toys,-6.2778,-106.2219,Pacific Asia,Chennai,India,1092,0.0,0.0,73.19,0.2581,2,146.38,146.38,37.77,East Asia,Chennai Province,Complete,RC Car,73.19,Same Day
Debit,5,5,-129.2,1697.72,On Hold,0,2,Technology,Hyderabad,India,Sarah,1630,Smith,Consumer,Hyderabad State,496 Main St,56064,20,Electronics,2.2248,117.5605,Pacific Asia,Mumbai,India,1630,177.56,0.25,88.78,-0.2425,8,532.68,532.68,-129.2,East Asia,Mumbai Province,Complete,USB-C Hub,88.78,Standard Class
Debit,1,1,75.81,3819.05,Shipped,0,5,Home & Kitchen,Valparaíso,Chile,Michael,1703,Anderson,Consumer,Valparaíso State,562 Main St,95070,50,Home,2.2042,149.3103,LATAM,Tijuana,Mexico,1703,98.63,0.1,98.63,0.0854,10,887.67,887.67,75.81,Central America,Tijuana Province,Complete,Air Fryer,98.63,Same Day
Transfer,4,3,-93.13,6506.71,Delivered,0,2,Technology,Palermo,Italy,Mark,1561,Nelson,Consumer,Palermo State,619 Pine St,14898,20,Electronics,35.0026,25.9365,Europe,Nice,France,1561,182.7,0.2,456.75,-0.1274,2,730.8,730.8,-93.13,Southern Europe,Nice Province,Complete,Monitor 27in,456.75,Second Class
Transfer,1,1,56.27,7038.27,Delivered,0,10,Garden & Tools,Durban,South Africa,Jessica,1046,Williams,Home Office,Durban State,952 Pine St,91678,100,Hardware,-19.191,118.3252,Africa,Takoradi,Ghana,1046,0.0,0.0,42.78,0.263,5,213.9,213.9,56.27,South Africa,Takoradi Province,Complete,Garden Hose 50ft,42.78,Same Day
Transfer,6,2,149.29,1754.38,Delivered,1,7,Automotive,Tijuana,Mexico,Patricia,1577,Anderson,Corporate,Tijuana State,412 Oak St,12408,70,Auto Parts,-14.9186,-50.3496,LATAM,Fortaleza,Brazil,1577,30.45,0.05,101.49,0.2581,6,578.49,578.49,149.29,Central America,Fortaleza Province,Complete,Dash Cam HD,101.49,First Class
Debit,3,2,65.75,7713.33,Delivered,0,8,Books,Sydney,Australia,Jennifer,1450,Garcia,Home Office,Sydney State,556 Main St,92173,80,Media,-51.4887,57.9139,Pacific Asia,Perth,Australia,1450,0.0,0.0,49.52,0.1897,7,346.64,346.64,65.75,East Asia,Perth Province,Complete,Data Science Handbook,49.52,First Class
Transfer,6,5,-2.98,4596.61,Processing,0,8,Books,Concepción,Chile,Jessica,1683,Scott,Corporate,Concepción State,718 Oak St,37021,80,Media,-41.3986,-77.8771,LATAM,Salvador,Brazil,1683,24.2,0.15,26.89,-0.0217,6,137.14,137.14,-2.98,South America,Salvador Province,Complete,Business Strategy,26.89,Standard Class
Transfer,3,2,-615.35,5611.5,On Hold,1,2,Technology,Cairo,Egypt,Karen,1053,Davis,Consumer,Cairo State,477 Oak St,70901,20,Electronics,26.7851,165.8834,Africa,Alexandria,Egypt,1053,773.72,0.25,386.86,-0.2651,8,2321.16,2321.16,-615.35,East Africa,Alexandria Province,Complete,Monitor 27in,386.86,First Class
Credit,4,3,-211.83,7542.92,Shipped,0,1,Furniture,Naples,Italy,Linda,1276,Jackson,Corporate,Naples State,308 Elm St,85481,10,Office Supplies,41.6567,-59.1987,Europe,Rome,Italy,1276,293.0,0.3,325.55,-0.3098,3,683.65,683.65,-211.83,Northern Europe,Rome Province,On Hold,Office Chair Pro,325.55,Second Class
Debit,3,2,20.94,368.83,Delivered,1,8,Books,Toronto,Canada,Sarah,1071,Green,Corporate,Toronto State,196 Elm St,37802,80,Media,-13.8728,-82.1602,USCA,Los Angeles,United States,1071,8.57,0.05,34.27,0.1286,5,162.78,162.78,20.94,North America,Los Angeles Province,Complete,Python Programming,34.27,First Class
Transfer,3,2,17.94,1041.31,Delivered,0,7,Automotive,Calgary,Canada,Richard,1669,Green,Home Office,Calgary State,809 Main St,80795,70,Auto Parts,-30.6399,-39.2959,USCA,Toronto,Canada,1669,0.0,0.0,54.55,0.3289,1,54.55,54.55,17.94,North America,Toronto Province,Complete,Tire Inflator,54.55,First Class
Transfer,3,1,-40.84,6360.78,Delivered,1,2,Technology,Tokyo,Japan,Anthony,1063,King,Consumer,Tokyo State,782 Main St,42411,20,Electronics,-34.0831,-163.0708,Pacific Asia,Bangalore,India,1063,74.25,0.15,123.75,-0.0971,4,420.75,420.75,-40.84,East Asia,Bangalore Province,Complete,Mechanical Keyboard,123.75,Same Day
Credit,5,5,-34.0,5312.8,Delivered,0,3,Apparel,Naples,Italy,Dorothy,1653,Garcia,Corporate,Naples State,811 Oak St,73559,30,Fashion,-36.4948,9.3122,Europe,Valencia,Spain,1653,100.19,0.25,44.53,-0.1131,9,300.58,300.58,-34.0,Southern Europe,Valencia Province,Closed,Formal Shirt,44.53,Standard Class
Credit,6,2,-34.14,1281.8,Delivered,1,9,Toys & Games,Vancouver,Canada,Dorothy,1175,Jones,Consumer,Vancouver State,743 Elm St,14847,90,Toys,-21.8525,-155.1059,USCA,Houston,United States,1175,53.3,0.25,42.64,-0.2135,5,159.9,159.9,-34.14,North America,Houston Province,Pending,Board Game Premium,42.64,First Class
Transfer,4,3,-88.37,1424.36,Delivered,1,9,Toys & Games,Naples,Italy,John,1306,Flores,Corporate,Naples State,355 Cedar St,85750,90,Toys,-43.0227,119.8237,Europe,Rome,Italy,1306,195.54,0.25,111.74,-0.1506,7,586.63,586.63,-88.37,Western Europe,Rome Province,Complete,Educational Tablet,111.74,Second Class
Debit,2,3,-11.22,5923.69,On Hold,0,5,Home & Kitchen,Mendoza,Argentina,Susan,1568,Thomas,Consumer,Mendoza State,338 Pine St,87840,50,Home,25.2033,91.6916,LATAM,Valparaíso,Chile,1568,18.3,0.25,73.18,-0.2044,1,54.89,54.89,-11.22,Central America,Valparaíso Province,Complete,Coffee Maker,73.18,Second Class
Debit,6,3,32.69,2203.55,Delivered,1,7,Automotive,Córdoba,Argentina,Thomas,1278,Hill,Corporate,Córdoba State,861 Main St,63627,70,Auto Parts,27.4871,-122.6791,LATAM,Valparaíso,Chile,1278,0.0,0.0,39.67,0.2747,3,119.01,119.01,32.69,Central America,Valparaíso Province,Complete,Car Vacuum,39.67,Second Class
Transfer,2,1,-2.58,6011.68,Shipped,0,10,Garden & Tools,Takoradi,Ghana,Jessica,1765,Miller,Corporate,Takoradi State,824 Main St,95398,100,Hardware,47.0861,1.5774,Africa,Port Elizabeth,South Africa,1765,33.6,0.15,224.03,-0.0136,1,190.43,190.43,-2.58,East Africa,Port Elizabeth Province,Complete,Pressure Washer,224.03,Same Day
Debit,7,3,-28.36,3236.56,Delivered,1,8,Books,Daegu,South Korea,Sandra,1786,Torres,Consumer,Daegu State,276 Oak St,87728,80,Media,47.4799,101.8397,Pacific Asia,Shenzhen,China,1786,39.26,0.3,43.62,-0.3096,3,91.6,91.6,-28.36,South Asia,Shenzhen Province,Complete,Data Science Handbook,43.62,Second Class
Debit,6,5,-40.94,2183.14,Shipped,0,4,Sporting Goods,Santiago,Chile,Dorothy,1289,Green,Home Office,Santiago State,201 Pine St,52727,40,Sports,-34.3803,-131.2553,LATAM,Medellín,Colombia,1289,99.68,0.2,62.3,-0.1027,8,398.72,398.72,-40.94,South America,Medellín Province,Complete,Bicycle Helmet,62.3,Standard Class
Debit,2,1,85.58,1694.93,Delivered,0,2,Technology,Turin,Italy,Sarah,1026,Miller,Corporate,Turin State,934 Main St,31579,20,Electronics,-10.7335,165.005,Europe,Cologne,Germany,1026,0.0,0.0,80.26,0.2666,4,321.04,321.04,85.58,Western Europe,Cologne Province,On Hold,USB-C Hub,80.26,Same Day
Debit,4,1,22.1,5622.74,On Hold,1,10,Garden & Tools,Calgary,Canada,John,1178,Garcia,Corporate,Calgary State,718 Elm St,58148,100,Hardware,60.1604,6.5538,USCA,Los Angeles,United States,1178,101.05,0.1,202.1,0.0243,5,909.45,909.45,22.1,North America,Los Angeles Province,Complete,Pressure Washer,202.1,Same Day
Credit,2,2,52.51,5769.72,Delivered,0,7,Automotive,Osaka,Japan,Michael,1051,Smith,Consumer,Osaka State,260 Elm St,90120,70,Auto Parts,50.4659,-145.2384,Pacific Asia,Nagoya,Japan,1051,102.32,0.15,75.79,0.0906,9,579.79,579.79,52.51,Oceania,Nagoya Province,Complete,Jump Starter Kit,75.79,First Class
Credit,4,5,96.84,7485.36,Delivered,0,7,Automotive,Chengdu,China,Anthony,1419,Torres,Home Office,Chengdu State,751 Cedar St,39358,70,Auto Parts,67.1264,57.7471,Pacific Asia,Osaka,Japan,1419,77.91,0.1,77.91,0.1381,10,701.19,701.19,96.84,South Asia,Osaka Province,Complete,Jump Starter Kit,77.91,Standard Class
Credit,1,1,103.38,3294.73,Delivered,0,6,Health & Beauty,New York,United States,Mark,1628,Hill,Home Office,New York State,489 Main St,69714,60,Health,-19.6491,49.1023,USCA,Calgary,Canada,1628,143.93,0.15,95.95,0.1268,10,815.57,815.57,103.38,North America,Calgary Province,Complete,Hair Dryer Pro,95.95,Same Day
Transfer,1,2,-54.37,3501.17,Delivered,0,5,Home & Kitchen,Antofagasta,Chile,Susan,1732,Flores,Consumer,Antofagasta State,23 Oak St,77917,50,Home,-23.4157,94.7947,LATAM,Guadalajara,Mexico,1732,160.77,0.15,119.09,-0.0597,9,911.04,911.04,-54.37,South America,Guadalajara Province,Complete,Instant Pot,119.09,First Class
Transfer,7,3,-0.28,2660.03,Delivered,1,5,Home & Kitchen,Ottawa,Canada,Nancy,1205,Allen,Consumer,Ottawa State,141 Main St,61629,50,Home,-11.4842,165.5078,USCA,Chicago,United States,1205,55.66,0.15,74.21,-0.0009,5,315.39,315.39,-0.28,North America,Chicago Province,Complete,Blender Pro,74.21,Second Class
Debit,2,3,1081.52,4843.87,Delivered,0,1,Furniture,São Paulo,Brazil,David,1343,Adams,Home Office,São Paulo State,464 Oak St,22055,10,Office Supplies,57.6601,111.9811,LATAM,Santiago,Chile,1343,0.0,0.0,332.1,0.3257,10,3321.0,3321.0,1081.52,Central America,Santiago Province,Complete,Office Chair Pro,332.1,Second Class
Credit,9,5,34.83,4434.81,Processing,1,9,Toys & Games,Chengdu,China,Maria,1493,Torres,Corporate,Chengdu State,963 Elm St,90473,90,Toys,25.3028,-72.6005,Pacific Asia,Mumbai,India,1493,45.14,0.1,45.14,0.0857,10,406.26,406.26,34.83,East Asia,Mumbai Province,Complete,Board Game Premium,45.14,Standard Class
Transfer,6,2,23.04,1567.02,Delivered,1,6,Health & Beauty,Seoul,South Korea,Anthony,1605,White,Home Office,Seoul State,76 Pine St,71710,60,Health,-42.509,66.1706,Pacific Asia,Fukuoka,Japan,1605,12.98,0.1,21.63,0.1972,6,116.8,116.8,23.04,South Asia,Fukuoka Province,Complete,Vitamin C 1000mg,21.63,First Class
Transfer,2,3,-21.22,2982.93,Delivered,0,3,Apparel,Frankfurt,Germany,Richard,1682,Nguyen,Consumer,Frankfurt State,26 Elm St,20580,30,Fashion,-59.1746,-108.9996,Europe,Manchester,United Kingdom,1682,190.36,0.2,95.18,-0.0279,10,761.44,761.44,-21.22,Northern Europe,Manchester Province,Complete,Men's Jacket,95.18,Second Class
Debit,5,1,20.09,1121.04,Delivered,1,6,Health & Beauty,Nairobi,Kenya,Jennifer,1794,Moore,Consumer,Nairobi State,63 Pine St,40781,60,Health,1.2212,-49.5374,Africa,Pretoria,South Africa,1794,25.18,0.15,83.95,0.1408,2,142.72,142.72,20.09,West Africa,Pretoria Province,Complete,Hair Dryer Pro,83.95,Same Day
Credit,6,3,259.23,7036.03,Delivered,1,2,Technology,Daegu,South Korea,Sandra,1786,Torres,Consumer,Daegu State,276 Oak St,87728,20,Electronics,47.4799,101.8397,Pacific Asia,Sapporo,Japan,1786,161.61,0.05,359.13,0.0844,9,3070.56,3070.56,259.23,East Asia,Sapporo Province,Closed,Monitor 27in,359.13,Second Class
Debit,3,2,162.04,4513.69,Delivered,0,10,Garden & Tools,New York,United States,James,1482,Miller,Home Office,New York State,890 Cedar St,99701,100,Hardware,-5.4266,-119.1492,USCA,Chicago,United States,1482,0.0,0.0,103.44,0.2238,7,724.08,724.08,162.04,North America,Chicago Province,Complete,Cordless Drill,103.44,First Class
Transfer,5,2,-4.53,5091.12,Delivered,1,7,Automotive,Lagos,Nigeria,Dorothy,1122,Anderson,Consumer,Lagos State,138 Cedar St,36896,70,Auto Parts,-51.0807,90.1535,Africa,Durban,South Africa,1122,7.68,0.3,25.59,-0.2527,1,17.91,17.91,-4.53,East Africa,Durban Province,Complete,Car Phone Mount,25.59,First Class
Debit,4,5,38.18,5637.68,Delivered,0,7,Automotive,Palermo,Italy,Susan,1230,White,Home Office,Palermo State,572 Elm St,80453,70,Auto Parts,44.2593,110.7052,Europe,Glasgow,United Kingdom,1230,0.0,0.0,45.18,0.2817,3,135.54,135.54,38.18,Southern Europe,Glasgow Province,Complete,Tire Inflator,45.18,Standard Class
Debit,3,3,-63.5,3468.91,Delivered,0,10,Garden & Tools,Daejeon,South Korea,Thomas,1207,Jones,Home Office,Daejeon State,924 Cedar St,28321,100,Hardware,-17.3644,38.4432,Pacific Asia,Shanghai,China,1207,83.94,0.25,111.92,-0.2522,3,251.82,251.82,-63.5,South Asia,Shanghai Province,Complete,Cordless Drill,111.92,Second Class
Credit,2,2,70.07,417.19,Delivered,0,3,Apparel,Sydney,Australia,Matthew,1352,Scott,Corporate,Sydney State,980 Cedar St,83873,30,Fashion,-41.5267,152.4453,Pacific Asia,Sapporo,Japan,1352,144.13,0.15,96.09,0.0858,10,816.77,816.77,70.07,East Asia,Sapporo Province,On Hold,Men's Jacket,96.09,First Class
Transfer,4,3,22.53,4111.02,Delivered,0,9,Toys & Games,Daejeon,South Korea,Thomas,1207,Jones,Home Office,Daejeon State,924 Cedar St,28321,90,Toys,-17.3644,38.4432,Pacific Asia,Incheon,South Korea,1207,39.38,0.1,65.64,0.0636,6,354.46,354.46,22.53,East Asia,Incheon Province,Complete,LEGO City Set,65.64,Second Class
Transfer,4,2,-130.91,1298.98,Processing,1,1,Furniture,Durban,South Africa,Mark,1680,Hill,Consumer,Durban State,792 Main St,87736,10,Office Supplies,-37.4518,-148.5046,Africa,Takoradi,Ghana,1680,282.62,0.2,157.01,-0.1158,9,1130.47,1130.47,-130.91,West Africa,Takoradi Province,Complete,Filing Cabinet,157.01,First Class
Credit,4,3,2.84,5448.08,Shipped,1,6,Health & Beauty,Port Harcourt,Nigeria,Patricia,1499,Anderson,Consumer,Port Harcourt State,832 Cedar St,43776,60,Health,53.8947,106.4701,Africa,Tamale,Ghana,1499,18.73,0.2,93.67,0.0379,1,74.94,74.94,2.84,South Africa,Tamale Province,Complete,Hair Dryer Pro,93.67,Second Class
Transfer,4,3,-65.27,1793.2,Shipped,0,7,Automotive,Cape Coast,Ghana,Robert,1397,Martin,Consumer,Cape Coast State,522 Main St,99220,70,Auto Parts,-10.383,-68.559,Africa,Takoradi,Ghana,1397,107.5,0.3,89.58,-0.2602,4,250.82,250.82,-65.27,West Africa,Takoradi Province,Complete,Dash Cam HD,89.58,Second Class
Credit,5,2,9.63,2224.65,On Hold,1,8,Books,Shenzhen,China,David,1316,Thompson,Home Office,Shenzhen State,531 Oak St,61347,80,Media,-21.5795,-151.4465,Pacific Asia,Melbourne,Australia,1316,0.0,0.0,28.63,0.1682,2,57.26,57.26,9.63,Oceania,Melbourne Province,Complete,Business Strategy,28.63,First Class
Credit,2,2,445.82,2396.45,Delivered,0,3,Apparel,Phoenix,United States,Betty,1764,Williams,Home Office,Phoenix State,874 Cedar St,22416,30,Fashion,16.9424,-77.0559,USCA,Los Angeles,United States,1764,0.0,0.0,191.29,0.3884,6,1147.74,1147.74,445.82,North America,Los Angeles Province,Complete,Winter Coat,191.29,First Class
Debit,1,1,23.63,2414.99,On Hold,0,8,Books,Giza,Egypt,Charles,1394,Taylor,Consumer,Giza State,870 Cedar St,33741,80,Media,-21.8081,-9.9345,Africa,Durban,South Africa,1394,0.0,0.0,33.96,0.174,4,135.84,135.84,23.63,South Africa,Durban Province,On Hold,Python Programming,33.96,Same Day
Credit,2,3,16.41,1330.76,On Hold,0,4,Sporting Goods,Nairobi,Kenya,Jennifer,1794,Moore,Consumer,Nairobi State,63 Pine St,40781,40,Sports,1.2212,-49.5374,Africa,Ibadan,Nigeria,1794,51.93,0.15,86.55,0.0558,4,294.27,294.27,16.41,South Africa,Ibadan Province,Complete,Running Shoes,86.55,Second Class
Credit,3,2,368.17,6476.52,Processing,0,4,Sporting Goods,Daejeon,South Korea,Robert,1721,Miller,Home Office,Daejeon State,919 Elm St,64474,40,Sports,44.4791,-71.8644,Pacific Asia,Bangalore,India,1721,0.0,0.0,139.6,0.2637,10,1396.0,1396.0,368.17,South Asia,Bangalore Province,Pending,Fitness Tracker,139.6,First Class
Transfer,1,1,-449.4,1088.9,Shipped,0,1,Furniture,Durban,South Africa,Mark,1680,Hill,Consumer,Durban State,792 Main St,87736,10,Office Supplies,-37.4518,-148.5046,Africa,Tamale,Ghana,1680,1149.35,0.25,510.82,-0.1303,9,3448.03,3448.03,-449.4,South Africa,Tamale Province,On Hold,Standing Desk,510.82,Same Day
